id;nome;latitude;longitude;logradouro;numero;complemento;bairro;cidade;cep;uf;contato;email;telefone
2136;ITAMARATI AUTOMOTIVA;-22.7566176;-43.4464815;AVENIDA NILO PEÇANHA;556;558;CENTRO;NOVA IGUAÇU;26215512;RJ;ADRIANO;itamarati@grupoitamarati.com.br;2128824000
2137;ITAMARATI AUTOMOTIVA;-22.7548041;-43.4454977;AVENIDA NILO PEÇANHA;775;LOJA 01;CENTRO;NOVA IGUAÇU;26215511;RJ;ADRIANO;itamarati@grupoitamarati.com.br;2128824000
2138;GOLFINHO  MOTOPEÇAS;-22.7885248;-43.3678325;RUA CONGO;S/N;LOTE 29 QUADRA 25;JARDIM MERITI;SÃO JOÃO DE MERITI;25555420;RJ;GUILHERME;compras@grupogolfinho.com.br;2127512550
2139;GOLFINHO  MOTOPEÇAS;-22.8939201;-42.0445228;AVENIDA AMERICA CENTRAL;360;LOJA 01;SÃO CRISTOVÃO;CABO FRIO;28909580;RJ;RAYNAN;compras@grupogolfinho.com.br;2226453292
2140;D' LEMOS A PEÇAS;-22.9101398;-42.8208967;AVENIDA VEREADOR FRANCISCO SABINO DA COSTA;S/N;;CENTRO;MARICÁ;24900000;RJ;ESDRAS;dlemosmarica@hotmail.com;2137315040
2141;D' LEMOS A PEÇAS;-22.7446086;-42.8511273;AVENIDA 22 DE MAIO;6364;;CENTRO;ITABORAÍ;24800065;RJ;ESDRAS;dlemositaborai@hotmail.com;2126390488
2142;D'LEMOS A PEÇAS;-22.7133565;-42.6325162;RUA DOUTOR MATTOS;687;;CENTRO;RIO BONITO;28800000;RJ;ESDRAS;dlemoscompras@hotmail.com;2127340070
2143;IBAD AUTOPEÇAS;-22.4195600;-42.9727454;RUA NILZA CHIAPETA FADIGAS;200;;VÁRZEA;TERESÓPOLIS;25963150;RJ;ORNI;ibadteresopolis@ibadpecas.com.br;2127424060
2144;PARANA REFRIGERAÇÃO;-22.8632668;-43.2485260;AVENIDA MAXWEL;318;LOJA B;BONSUCESSO;RIO DE JANEIRO;21040211;RJ;LUIZ;contato@paranarefrigeracao.com;2138857592
2145;AUTOPEÇAS SANTA LÚCIA;-20.2843540;-50.2469746;AVENIDA EXPEDICIONÁRIOS BRASILEIROS;1370;;CENTRO;FERNANDÓPOLIS;15600000;SP;WILSON;dellarovere.santalucia@gmail.com;1734424522
2146;SAGUI AUTOPEÇAS;-20.4273530;-49.9726443;RUA PERNAMBUCO;2831;;VILA MARIN;VOTUPORANGA;15500006;SP;RENATO;saguipecasvotu@hotmail.com;1734212129
2147;MOTO KIT;-21.1330903;-48.9660514;RUA QUINZE DE NOVEMBRO;304;;VILA ALEXANDRIA;CATANDUVA;15806060;SP;DESIRRE;motookit@gmail.com;1735234742
2148;VINO MOTO;-20.8151598;-49.5012294;AVENIDA SANTOS DUMONT;3052;;SOUZA;MIRASSOL;15130000;SP;GIOVANA;vinomotto@gmail.com;1732426185
2149;BR AUTOPEÇAS;-20.4205328;-51.3352609;AVENIDA BRASIL NORTE;1129;;ZONA NORTE;ILHA SOLTEIRA;15385000;SP;WELINGTON;brautopecas2011@hotmail.com;1837422657
2150;GENERAUTO AUTOPEÇAS;-20.8193475;-49.3927284;RUA CORONEL SPINOLA CASTRO;4505;;VILA IMPERIAL;SÃO JOSÉ DO RIO PRETO;15015500;SP;SERGIO;generauto@terra.com.br;1740090555
2151;AUTOPEÇAS MV;-20.3130599;-48.3096652;RUA OITO;261;;CENTRO;GUAÍRA;15790000;SP;MAURO;autopecasmv@gmail.com;1733313825
2152;SOARES AUTOPEÇAS;-20.1740632;-48.0313927;RUA JACINTO FELIZARDO BARBOSA;1405;;CENTRO;MIGUELÓPOLIS;14530000;SP;ANDRÉ;andre.autopecas,soares@hotmail.com;1638351262
2153;LUCIANO MOTO PEÇAS;-21.0497985;-49.6738100;AVENIDA LEONEL GUILHERME PEREIRA;205;;JARDIM VENEZA;JOSÉ BONIFÁCIO;15200000;SP;LUCIANO;lucianomotobike@hotmail.com;1732651676
2154;VILLELA E VILLELA AUTOPEÇAS;-20.5396201;-48.5643120;AVENIDA MESSIAS GONÇALVES;1041;;BOM JESUS;BARRETOS;14781090;SP;RENATO;villelapecas@hotmail.com;1733223728
2155;MAX PEÇAS;-20.8334283;-49.3712844;AVENIDA POTIRENDABA;2221;;QUINTA DAS PAINEIRAS;SÃO JOSÉ DO RIO PRETO;15080000;SP;CLAYTON;max.pecas@hotmail.com;1732270442
2156;AUTOPEÇAS 500 MILHAS;-20.1930928;-47.7075435;RUA JOAQUIM MARTINS;726;;CENTRO;BURITIZAL;14570000;SP;PAULO;milhas500500@hotmail.com;1637511875
2157;ARACA MOTOS;-20.8122436;-49.3779932;RUA ANTONIO DE GODOY;2864;;CENTRO;SÃO JOSÉ DO RIO PRETO;15015100;SP;CELSO;cfmotos@terra.com.br;1733537999
2158;BUTHIANGA AUTOPEÇAS;-20.5754052;-48.5803550;RUA URUGUAI;2198;;AMÉRICA;BARRETOS;14783164;SP;PEDRO;buthiangapecas@terra.com.br;1733216666
2159;MULTPEÇAS;-20.7391157;-48.9039425;AVENIDA DEPUTADO VALDEMAR LOPES FERRAZ;36;;CENTRO;OLÍMPIA;15400000;SP;DAIARA;multpecasolimpia@hotmail.com;1732813888
2160;MANEZÃO;-21.1009527;-48.6698416;RUA DOUTOR RODRIGUES ALVES;2193;;CENTRO;PIRANGI;15820000;SP;BRUNA;manezaoautocenter@hotmail.com;1733861392
2161;AUTOPEÇAS MINEIRO;-20.2839699;-50.2403237;AVENIDA LÍBERO DE ALMEIDA SILVARES;2909;;COESTER;FERNANDÓPOLIS;15600000;SP;ADRIANO;autopecasmineiro@gmail.com;1734424542
2162;DOHO CAR SERVICE;-20.2621053;-50.5385767;AVENIDA MARGINAL ÁUREO FERNANDES DE FARIA;181;;JARDIM INDUSTRIAL 1;JALES;15708000;SP;VINÍCIUS;doho.compras@doho.com.br;1736321540
2163;KADETT AUTOPEÇAS;-23.6630593;-46.4487870;AVENIDA PRESIDENTE CASTELO BRANCO;240;;JARDIM ZAIRA;MAUÁ;9320590;SP;PELÉ;nfe@kadettautopecas.com.br;1145476477
2164;KADETT AUTOPEÇAS;-23.7095752;-46.4039861;AVENIDA FRANCISCO MONTEIRO;904;;SANTANA;RIBEIRÃO PIRES;9406300;SP;GONÇALO;kadett.ribeirao@kadettautopecas.com.br;1148289595
2165;LIDER AUTOPEÇAS;-23.6791948;-46.4189854;AVENIDA JOSÉ MOREIRA;290;;JARDIM QUARTO CENTENÁRIO;MAUÁ;9341120;SP;MARCOS;liderautopecas.sp@gmail.com;1145152559
2166;LIDER AUTOPEÇAS;-23.6682199;-46.4329978;RUA JACINTO FIORELLINI;18;;JARDIM ITAPEVA;MAUÁ;9340000;SP;CRISTIANO;hmsameduri@gmail.com;1145112400
2167;LG FURLAN AUTOPEÇAS;-23.6212841;-46.5136505;AVENIDA SAPOPEMBA;471;;JARDIM DAS MARAVILHAS;SANTO ANDRÉ;9250300;SP;WALLACE;autopecasfurlan@gmail.com;1149756961
2168;NILO AUTOPEÇAS;-23.6516649;-46.5547599;AVENIDA GAGO COUTINHO;817;;PALMARES;SANTO ANDRÉ;9070000;SP;LEO;niloviana@bol.com.br;1145093087
2169;LENIS AUTOPEÇAS;-23.6913833;-46.5217351;RUA CARIJÓS;2398;;JARDIM PROGRESSO;SANTO ANDRÉ;9180001;SP;SIMONE;ibauto2010@gmail.com;1144510899
2170;PEDROSO AUTOPEÇAS;-23.7034997;-46.5032492;ESTRADA ESTRADA DO PEDROSO;611;;JARDIM SANTO ANDRÉ;SANTO ANDRÉ;9132180;SP;IVAN;regina.lucilio@gmail.com;1144512577
2171;DIESEL & CIA AUTOPEÇAS;-23.0458235;-45.5561069;AVENIDA DOUTOR FELIX GUISARD FILHO;881;;MONTE BELO;TAUBATÉ;12090600;SP;RENATO;dieselciapecas@hotmail.com;1236227122
2172;DIESEL & CIA AUTOPEÇAS;-22.8107458;-45.1998758;RUA DOUTOR NEIR AUGUSTO ORTIZ PEREIRA;1029;;CAMPO DO GALVÃO;GUARATINGUETÁ;12505112;SP;DOUGLAS;dieselciapecas@hotmail.com;1230139160
2173;POLI MOTOS;-23.6545901;-46.5607051;RUA LAURO MULLER;761;;VILA PALMARES;SANTO ANDRÉ;9061260;SP;GILMAR;poli.motopecas@gmail.com;1149918041
2174;MARCIO AUTOPEÇAS;-22.2111952;-49.6688901;AVENIDA DOUTOR LABIENO DA COSTA MACHADO;2322;;SANTA MARIA;GARÇA;17400000;SP;MARCIO;marcio.autopecas@hotmail.com;1434710404
2175;MAGELÃO AUTOPEÇAS;-23.0413298;-49.1555546;RUA IGNÊS DE ALMEIDA PIRES;1269;;SANTA IGNÊS;CERQUEIRA CÉSAR;18760390;SP;GERALDO;magelaopneus@bol.com.br;1437142180
2176;ELINEU AUTOPEÇAS;-22.5988771;-48.7915563;RUA LÚCIO DE OLIVEIRA LIMA;69;;VILA ANTONIETA II;LENÇÓIS PAULISTA;18681180;SP;SILVIO;lencois@elineu.com.br;1432631472
2177;TORRIPEÇAS;-22.4372704;-48.1708007;RUA DORIVAL ANTONIO ANDRADE;180;;VILA BALBINA;TORRINHA;17360000;SP;RODRIGO;torripecas@gmail.com;1436563017
2178;JM AUTOPEÇAS;-22.5929144;-48.8015157;RUA NITERÓI;90;;CENTRO;LENÇÓIS PAULISTA;18680048;SP;MARCELO;marcelo.jm@lpnet.com.br;1432643008
2179;ZERINHO MOTOS;-23.1106991;-47.2196113;AVENIDA FRANCISCO DE PAULA LEITE;2293;;JARDIM KYOTO I;INDAIATUBA;13344610;SP;ALVARO;zerinhomotos@yahoo.com.br;1938345196
2180;FELIX E VEIGA AUTOPEÇAS;-23.1099339;-47.2316665;RUA JOÃO GIAQUINTO;106;;JARDIM HUBERT;INDAIATUBA;13345809;SP;VEIGA;financeirofelixveiga@gmail.com;1933929005
2181;TOKIO AUTOPEÇAS;-23.0871150;-47.2058921;AVENIDA PRESIDENTE VARGAS;563;;CENTRO;INDAIATUBA;13339125;SP;MARCELO;tokio.idt@terra.com.br;1938756225
2182;AUTOPEÇAS SÃO PAULO;-23.0864618;-47.2112875;RUA 24 DE MAIO;1383;;CENTRO;INDAIATUBA;1333060;SP;PACHECO;ap.saopaulo@terra.com.br;1938753405
2183;AUTOPEÇAS FUJIMURA;-23.1083581;-47.2195467;AVENIDA GERALDO HACKMANN;798;;VILA BRIGADEIRO FARIA LIMA;INDAIATUBA;13345408;SP;ADELSON;copail@hotmail.com;1938015663
2184;AUTOPEÇAS PEDREIRA;-22.6993052;-46.9950633;RUA THOMAZ JASSO;1300;;JARDIM CRUZEIRO DO SUL;JAGUARIÚNA;13917144;SP;AMANDA;appcompra@uol.com.br;1938674091
2185;AUTOPEÇAS PEDREIRA;-22.6018958;-46.7051981;AVENIDA JUCA PRETO;545;;PALMEIRAS;SERRA NEGRA;13930000;SP;AMANDA;appcompra@uol.com.br;1938924898
2186;AUTOPEÇAS PEDREIRA;-22.7370435;-46.8885093;AVENIDA PAPA JOÃO XXIII;810;;JARDIM SÃO PEDRO;PEDREIRA;13920000;SP;AMANDA;appcompra@uol.com.br;1938932928
2187;AUTOPEÇAS PEDREIRA;-22.7153040;-46.7738304;AVENIDA FIORAVANTE GERBI;582;RETALHAMENTO;UGHETE MTILDE BECKE;AMPARO;13904060;SP;AMANDA;appcompra@uol.com.br;1938932928
2188;GOMES ARAUJO AUTOPEÇAS;-23.5269410;-46.7965911;AVENIDA DOS AUTONOMISTAS;5163;;KM 18;OSASCO;6449000;SP;VAGNER;driauto23@gmail.com;1136085786
2189;VELOSO AUTOPEÇAS;-23.5169296;-46.7706740;AVENIDA SÃO JOSÉ;1515;;AYROSA;OSASCO;6283125;SP;ADRIANO;velosoautopecas2012@hotmail.com;1136878858
2190;VIMA AUTOPEÇAS;-23.5132199;-46.7620568;AVENIDA SÃO JOSÉ;545;;AYROSA;OSASCO;6283120;SP;DAVI;vimaauto@hotmail.com;1136879351
2191;FRANCLAU AUTOPEÇAS;-23.4965911;-46.5753372;AVENIDA PROFESSOR CASTRO JUNIOR;465;;VILA SABRINA;SÃO PAULO;2138030;SP;CLAUDIO;claudio@franclauauto-partes.com.br;1129842855
2192;COROADOS AUTOPEÇAS;-23.5171105;-46.7734697;RUA MANUEL HARE PERALTA;54;;AYROSA;OSASCO;6290120;SP;JOSÉ;coroadosautopecas@gmail.com;1136869718
2193;NEAUTO AUTOPEÇAS;-23.5013889;-46.5725000;AVENIDA DAS CEREJEIRAS;2382;;JARDIM JAPÃO;SÃO PAULO;2124002;SP;RODOLFO;neauto@uol.com.br;1122014591
2194;MERCADOCAR AUTOPEÇAS;-23.5272308;-46.7879033;AVENIDA DOS AUTONOMISTAS;4192;;CENTRO;OSASCO;6090015;SP;RODRIGO;rscampos@mercadocar.com.br;1122065000
2195;TONIMAR AUTOPEÇAS;-23.4837335;-46.8821989;ESTRADA DOS ROBEIROS;2751;;VILA SÃO SIVESTRE;BARUERI;6513-220;SP;CAIO;barueri@tonimarautopecas.com.br;1141994300
2196;SÓ INJEÇÃO;-15.7893342;-47.8879347;SETOR SHN ÁREA ESPECIAL 18 GALPÃO;1;SETOR H NORTE;TAGUATÍNGA;BRASÍLIA;73130700;DF;PAULO;paulo@soinjecao.com.br;6132875656
2197;KAIZEN AUTOPEÇAS;-15.7527433;-47.8950543;AVENIDA SCRLN 704 BLOCO E LOJA;9;W3 NORTE;ASA NORTE;BRASÍLIA;70707535;DF;ANDRÉIA;kaizenautopeca@gmail.com;6130415641
2198;KAIZEN AUTOPEÇAS;-15.7908883;-48.1327112;SETOR QNO 12 ÁREA ESPECIAL 12 LOJAS;2;SETOR O;CEILÂNDIA NORTE;BRASÍLIA;72255215;DF;ÉDIMO;edimofn@gmail.com;6135508585
2199;COMANDO AUTOPEÇAS;-15.8107487;-48.0623430;AVENIDA SEGUNDO LOTE 341-A . LOJA;1;CENTRO;NÚCLEO BANDEIRANTE;BRASÍLIA;71710400;DF;ANDERSON;anderson.freitas@comandoap.com.br;6134868800
2200;COMANDO AUTOPEÇAS;-15.7087030;-47.9143752;SETOR SOF SUL QUADRA 05 CONJUNTO A LOTES 01/02/03/04;4;SETOR DE OFICINAS;GUARÁ;BRASÍLIA;71215200;DF;JÁDER;jader.aguiar@comandoap.com.br;6133622300
2201;COMANDO AUTOPEÇAS;-15.8503512;-47.9482422;SETOR SOF SUL QUADRA-4 CONJUNTO A LOTE 2/4;4;SETOR DE OFICINAS;GUARÁ;BRASÍLIA;71215200;DF;JÚNIOR;valdivino.junior@comandoap.com.br;6133622700
2202;COMANDO AUTOPEÇAS;-15.7893342;-47.8879347;SETOR SHN ÁREA ESPECIAL 19 LOJA;1;SETOR H NORTE;TAGUATÍNGA;BRASÍLIA;72130000;DF;MARIO BARRIOLLI;mario.barriolli@comandoap.com.br;6133558500
2203;COMANDO AUTOPEÇAS;-15.7087030;-47.9143752;QUADRA QUADRA 04 LOTE;1560;SETOR DE OFICINAS;GAMA;BRASÍLIA;72445040;DF;SILAS;silas.lima@comandoap.com.br;6134849200
2204;COMANDO AUTOPEÇAS;-15.8886730;-48.0854150;ÁREA ADE CONJUNTO 15 LOTE;3;ADE;SAMAMBAIA;BRASÍLIA;71330350;DF;HERNANI;hernani.barriolli@comandoap.com.br;6133599500
2205;TINGUÍ MOTOS;-22.8839290;-43.5638109;ESTRADA TINGUÍ;30;A;CAMPO GRANDE;RIO DE JANEIRO;23075007;RJ;LUCAS;motosio@ig.com.br;2124155999
2206;NOVOLKS;-22.9223549;-43.6792870;RUA FELIPE CARDOSO;853;;SANTA CRUZ;RIO DE JANEIRO;23510000;RJ;RITA;ritanovolks@gmail.com;2133950745
2207;MK AUTOPEÇAS;-22.9337382;-43.6699752;RUA FELIPE CARDOSO;2658;;SANTA CRUZ;RIO DE JANEIRO;23520571;RJ;RODOLFO;vascenter@hotmail.com;2138091486
2208;CINCO RODAS;-22.9238274;-43.6768623;AVENIDA ANTARES;2765;;SANTA CRUZ;RIO DE JANEIRO;23510360;RJ;JHOE;autopecascincorodas@gmail.com;2133130817
2209;NOVO CAR;-22.9528738;-43.6830031;ESTRADA DE SEPETIBA;2323;;SANTA CRUZ;RIO DE JANEIRO;23525173;RJ;JORGE;autopecasnovocar@gmail.com;964062999
2210;MOTO MANIA;-22.9177777;-43.6807634;RUA VISCONDE DE SEPETIBA;67;A;SANTA CRUZ;RIO DE JANEIRO;23525173;RJ;ANA;motomaniasantacruz@gmail.com;2133950178
2211;MARPHISA;-22.9234567;-43.5679632;ESTRADA DO MONTEIRO;864;;CAMPO GRANDE;RIO DE JANEIRO;23045830;RJ;THOMAZ;marphisa.marphisa@hotmail.com;2133948042
2212;JOAÇABA PNEUS;-27.1738912;-51.5085812;AVENIDA RIO BRANCO;246;;CENTRO;JOAÇABA;89600000;SC;ALESSANDRO;joacaba@joacabapneus.com.br;4930301534
2213;JOAÇABA PNEUS;-27.0030781;-51.1356872;RODOVIA SC 355;525;;SANTA TEREZA;VIDEIRA;89560000;SC;BRUNO;videira@joacabapneus.com.br;4935660379
2214;JOAÇABA PNEUS;-26.9986171;-48.6460360;AVENIDA DOS ESTADOS;5100;;CENTRO;BALNEÁRIO CAMBORIÚ;88339060;SC;GILMAR;balneariocamburiu@joacabapneus.com.br;4733675993
2215;JOAÇABA PNEUS;-26.5071480;-49.1011057;RUA WALTER MARQUARDT;2200;;BARRA DO RIO MOLHA;JARAGUÁ DO SUL;89259792;SC;JULIO;jaraguadosul@joacabapneus.com.br;4730541300
2216;JOAÇABA PNEUS;-27.3957390;-51.2224465;AVENIDA PRESIDENTE JUSCELINO KUBISTCHECK;383;;CENTRO;CAMPOS NOVOS;89620000;SC;ANDERSON;camposnovos@joacabapneus.com.br;4935410110
2217;AUTOPEÇAS ALVORADA;-25.3914988;-49.2252024;AVENIDA PREFEITO ERASTO GAERTNER;2587;;BACACHERI;CURITIBA;82515000;PR;FRANCISCO;bacacheri@apalvorada.com.br;4133512920
2218;AUTOPEÇAS ALVORADA;-25.4771769;-49.3076314;AVENIDA JOÃO BETTEGA;1415;;PORTÃO;CURITIBA;81070110;PR;LUCCA;portao@apalvorada.com.br;4131547060
2219;AUTOPEÇAS ALVORADA;-25.4923442;-49.2147251;AVENIDA COMENDADOR FRANCO;7320;;UBERABA;CURITIBA;81560000;PR;OSCIMAR;uberaba@apalvorada.com.br;4131547120
2220;AUTOPEÇAS ALVORADA;-25.4223724;-49.3497469;AVENIDA VEREADOR TOALDO TÚLIO;3780;;SÃO BRAZ;CURITIBA;82300332;PR;ALTEVIR;saobraz@apalvorada.com.br;4131547030
2221;AUTOPEÇAS ALVORADA;-25.4310705;-49.2080670;AVENIDA VICTOR FERREIRA DO AMARAL;3260;;TARUMÃ;CURITIBA;82810400;PR;VIEIRA;taruma@apalvorada.com.br;4131547090
2222;AUTOPEÇAS ALVORADA;-25.3936484;-49.2597296;AVENIDA ANITA GARIBALDI;2219;;AHÚ;CURITIBA;82200530;PR;ADRIANO;ahu@apalvorada.com.br;4131547000
2223;AUTOPEÇAS ALVORADA;-25.4862487;-49.2446490;AVENIDA MARECHAL FLORIANO PEIXOTO;6721;;BOQUEIRÃO;CURITIBA;81650000;PR;MARCELO;boqueirao@apalvorada.com.br;4131547150
2224;AUTOPEÇAS ALVORADA;-25.5332718;-49.1976980;AVENIDA RUI BARBOSA;8571;;CENTRO;SÃO JOSÉ DOS PINHAIS;83005340;PR;BRAGA;sjp@apalvorada.com.br;4131547180
2225;AUTOPEÇAS ALVORADA;-25.5310015;-49.2996996;RODOVIA BR 116;20501;;PINHEIRINHO;CURITIBA;81690400;PR;NELSON;pinheirinho@apalvorada.com.br;4131547210
2226;AUTOPEÇAS ALVORADA;-25.4507119;-49.5236946;RODOVIA BR 277;2557;;VILA OPERÁRIA;CAMPO LARGO;83601320;PR;ANDERSON;campolargo@apalvorada.com.br;4131547240
2227;RIBEIRO E PINHEL;-25.4466961;-49.2667761;AVENIDA DESEMBARGADOR WESTPHALEN;1642;;REBOUÇAS;CURITIBA;80230050;PR;ERICO;atendimento@pinheiroepinhel.com.br;4133332600
2228;TRENTINI;-25.4701668;-49.2720041;RUA ALAGOAS;1751;;GUAÍRA;CURITIBA;80610200;PR;VALTER;angelica@distribuidoratrentini.com.br;4133336955
2229;TRENTINI;-25.4733109;-49.2594984;RUA OMÍLIO MONTEIRO SOARES;334;;FANNY;CURITIBA;81030000;PR;VALTER;valter@distribuidoratrentini.com.br;4131566955
2230;AMORTECEBEM;-25.4971034;-49.2402016;AVENIDA MARECHAL FLORIANO PEIXOTO;8006;;BOQUEIRÃO;CURITIBA;81670000;PR;RONALDO;amortecebem.boqueirao@gmail.com;4130786262
2231;GRIFYCAR;-25.5521708;-49.1922518;RUA PROFESSOR JOAO CLIMACO DE CARVALHO;393;;SÃO PEDRO;CURITIBA;83020060;PR;MARCOS;grifycar@gmail.com;4133830202
2232;BONFLEUR;-25.5130419;-49.3007327;RUA FÁTIMA BARK;1271;;CAPÃO RASO;CURITIBA;81130270;PR;JUNIOR;-;4132462020
2233;BILLY MOTOS;-24.6267781;-53.3196074;AVENIDA DESEMBARGADOR MUNHOZ DE MELLO;81;;CHACARAS CAFELANDIA;CAFELÂNDIA;85415000;PR;BILLY;billy-motos@hotmial.com;4532412074
2234;CORUJÃO MOTOS;-24.5901082;-52.8058987;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK;460;;CENTRO;CAMPINA DA LAGOA;87345000;PR;DIEGO;motoscorujao@hotmail.com;4435421463
2235;RICO MOTOS;-25.4080002;-52.4113297;RUA CORONEL GUILHERME DE PAULA;1470;;CENTRO;LARANJEIRAS DO SUL;85301220;PR;RICARDO;ricardo@ricomotos.com.br;4235366056
2236;MULLER AUTOPEÇAS;-25.8278074;-52.7237076;RUA RIO GRANDE DO SUL;238;;CENTRO;SÃO JOÃO;85570000;PR;MARCIO;mec_muller_@hotmail.com;4699768329
2237;PECAS BOTH;-25.4238914;-52.8341500;RUA ESTADOS UNIDOS;S/N;;CENTRO;ESPIGÃO ALTO DO IGUAÇU;85465000;PR;HIGOR;mecanicaboth@hotmail.com;4635531450
2238;AUTOPEÇAS MULLER;-25.7131933;-52.9192357;RUA SÃO PEDRO;346;;LAPA;SÃO JORGE DO OESTE;85575000;PR;CLAUDINEIA;claudiamariot@hotmail.com;4699420483
2239;AUTOPEÇAS SOSTER;-25.7076643;-52.9182563;RUA JOAÇABA;649;;CENTRO;SÃO JORGE DO OESTE;85575000;PR;IDETE;soster@netoeste.com.br;4635341344
2240;DEFAVERI AUTOPEÇAS;-25.7511034;-53.0606298;RUA MÉXICO;1015;;CENTRO;DOIS VIZINHOS;85660000;PR;MARCELO;defevari.financeiro@gmail.com;4635364116
2241;BAIANO MOTO;-25.8329291;-52.7252330;RUA JOÃO PESSOA;639;;CENTRO;SÃO JOÃO;85570000;PR;LUIZ;luizfmoraes98@gmail.com;4699253596
2242;JVS PEÇAS;-24.9642156;-53.4541973;AVENIDA CARLOS GOMES;3176;;CENTRO;CASCAVEL;85802060;PR;JOÃO;jvschemberg@hotmail.com;4532235791
2243;AUTO ELETRICA JAIR;-24.9520195;-53.4461330;RUA MARINGÁ;1956;;SÃO CRISTOVÃO;CASCAVEL;85812260;PR;JAIR;jair@autoeletricajair.com.br;4532243869
2244;CENTRAL PEÇAS;-24.9561873;-53.4736157;AVENIDA TANCREDO NEVES;255;;CENTRO;CASCAVEL;85804260;PR;EDSON;hermesandrade@hotmail.com;4532234559
2245;JOAÇABA PNEUS;-26.8798221;-52.4064035;RUA VICTOR KONDER;310;;CENTRO;XANXERÊ;89820000;SC;LUIZ;comunicacao@joacabapneus.com.br;4999290390
2246;JOAÇABA PNEUS;-24.9493931;-53.4421735;RUA ERECHIM;638;;CENTRO;CASCAVEL;85812260;PR;JASSI;joacabapneuscvel@yahoo.com.br;4532233661
2247;JOAÇABA PNEUS;-24.7257403;-53.7310499;RUA JOSE JOAO MURARO;727;;JARDIM PORTO ALEGRE;TOLEDO;85906370;PR;MARCO;matriz@joacabapneus.com.br;4532525856
2248;JOAÇABA PNEUS;-26.0881891;-53.0488317;RUA LUIZ ANTONIO FAEDO;1678;;INDUSTRIAL;FRANCISCO BELTRÃO;85601275;PR;JULIANO;matriz@joacabapneus.com.br;4635242060
2249;JOAÇABA PNEUS;-27.2296039;-52.0232380;RUA ADOLFO KONDER;200;;CENTRO;CONCÓRDIA;89700000;SC;ROGÉRIO;matriz@joacabapneus.com.br;4934421288
2250;JOAÇABA PNEUS;-24.5653555;-54.0560615;AVENIDA RIO GRANDE DO SUL;1294;;CENTRO;MARECHAL CÂNDIDO RONDON;85960000;PR;ANDRÉ;matriz@joacabapneus.com.br;4532542240
2251;CANÁRIO AUTOPEÇAS;-24.9446927;-53.4324377;RUA PONTA GROSSA;3508;;SÃO CRISTOVÃO;CASCAVEL;85816270;PR;GREGORI;faturamentocanario@outlook.com;4532272914
2252;JOAÇABA PNEUS;-26.7662638;-53.1794675;AVENIDA 7 DE SETEMBRO;508;;CENTRO;MARAVILHA;89874000;SC;EVANDRO;matriz@joacabapneus.com.br;4933660980
2253;JOAÇABA PNEUS;-27.0885302;-52.6220901;RUA JOÃO MARTINS;681D;;SÃO CRISTOVÃO;CHAPECÓ;89805184;SC;RUDMAR;matriz@joacabapneus.com.br;4933312000
2254;TOPCAR;-25.8278074;-52.7237076;AVENIDA PARANÁ;1116;;CENTRO;SÃO JOÃO;85570000;PR;JACIR;topcarpneus2010@hotmail.com;4635332638
2255;BIGODE PNEUS;-8.4148088;-37.0748682;AVENIDA JOSE BONIFACIO;1500;;SAO CRISTOVAO;ARCOVERDE;56512000;PE;VALDEMIR;bigodepneus@hotmail.com;8738213577
2256;SK SERVICE;-7.9580956;-34.8721772;AVENIDA RODOLFO AURELIANO;288;;VILA TORRES GALVAO;PAULISTA;53403740;PE;KETHULY;skservice288@gmail.com;8197266945
2257;PETRO SERVICE CAR;-8.0578381;-34.8828969;AVENIDA RECIFE;4555;;IBURA;RECIFE;51220225;PE;PETRONIO;petroservicecar@gmail.com;8137875284
2258;RODRIGO AUTOPEÇAS;-7.7999249;-35.5843539;RODOVIA PE-088;S/N;;VILA ITAGIBA;BOM JARDIM;55730000;PE;RODRIGO;rodrigoautopecas@outlook.com;8136381343
2259;TIKO E TEKO RODAS;-7.9463175;-34.8784753;AVENIDA MARECHAL FLORIANO PEIXOTO;1402;A;CENTRO;PAULISTA;53401460;PE;KEHSIA;tikoetekorodas@hotmail.com;8134330208
2260;REAUTO;-8.2779237;-35.0245966;RUA JOSE LINS TELES;356;;VILA SOCIAL;CABO DE SANTO AGOSTINHO;54510280;PE;RENATA;repecaeservico@hotmail.com;8135241299
2261;HIPER MOTOS;-8.3289001;-35.1068430;RODOVIA BR 101 SUL;S/N;;CENTRO;CABO DE SANTO AGOSTINHO;54510430;PE;JOSENILDO;hipermotos1@hotmail.com;8135183347
2262;HIPER MOTOS PEÇAS;-8.2749674;-35.0538701;RODOVIA BR-101 SUL;3333;;CENTRO;CABO DE SANTO AGOSTINHO;54510430;PE;JOSENILDO;hipermotos1@hotmail.com;8135248704
2263;PONTE PECAS E SERVICOS;-8.2333000;-34.9775301;AVENIDA NOSSA SENHORA DO BOM CONSELHO;150;;PONTE DOS CARVALHOS;CABO DE SANTO AGOSTINHO;54580435;PE;CARLOS;adm@pontepecas.com.br;8135221656
2264;LITORANEA AUTOPEÇAS;-8.2342775;-34.9785399;AVENIDA NOSSA SENHORA DO BOM CONSELHO;109;;PONTE DOS CARVALHOS;CABO DE SANTO AGOSTINHO;54580435;PE;DARCI;juangsilva26@gmail.com;8135221445
